Date,Price,Open,High,Low,Vol.,Change %,,,Predicted_Close
08/17/2020,"6,127.44","6,090.04","6,140.19","6,061.46",499.81M,0.61%,,,6046.730957
08/14/2020,"6,090.04","6,185.62","6,185.62","6,036.13",513.44M,-1.55%,,,6140.887695
08/13/2020,"6,185.62","6,280.12","6,280.12","6,185.62",515.77M,-1.50%,,,6212.733887
08/12/2020,"6,280.12","6,154.34","6,297.20","6,151.64",680.85M,2.04%,,,6091.541992
08/11/2020,"6,154.34","6,050.59","6,206.00","6,050.59",758.79M,1.71%,,,5998.475586
08/10/2020,"6,050.59","6,032.18","6,099.48","6,028.49",558.06M,0.31%,,,5982.133301
08/07/2020,"6,032.18","6,026.94","6,046.02","5,996.73",540.97M,0.09%,,,5986.469727
08/06/2020,"6,026.94","6,104.72","6,104.72","5,980.44",629.09M,-1.27%,,,6048.890137
08/05/2020,"6,104.72","6,036.00","6,111.50","6,036.00",715.56M,1.14%,,,5988.962891
08/04/2020,"6,036.00","6,032.85","6,056.47","5,986.77",766.67M,0.05%,,,5971.724121
08/03/2020,"6,032.85","5,897.76","6,038.76","5,857.06",948.54M,2.29%,,,5863.349121
07/31/2020,"5,897.76","5,989.99","6,046.33","5,897.76",1.01B,-1.54%,,,5958.834961
07/30/2020,"5,989.99","6,131.46","6,145.83","5,924.70",1.23B,-2.31%,,,6082.273438
07/29/2020,"6,131.46","6,129.26","6,155.06","6,116.72",718.09M,0.04%,,,6077.315918
07/28/2020,"6,129.26","6,104.88","6,149.86","6,083.65",612.57M,0.40%,,,6057.250488
07/27/2020,"6,104.88","6,123.82","6,127.62","6,086.64",704.38M,-0.31%,,,6082.52002
07/24/2020,"6,123.82","6,211.44","6,211.44","6,099.06",679.82M,-1.41%,,,6158.196289
07/23/2020,"6,211.44","6,207.10","6,273.63","6,202.90",605.74M,0.07%,,,6160.487305
07/22/2020,"6,207.10","6,269.73","6,270.96","6,197.45",745.24M,-1.00%,,,6214.404297
07/21/2020,"6,269.73","6,261.52","6,315.68","6,253.90",753.53M,0.13%,,,6210.024902
07/20/2020,"6,261.52","6,290.30","6,297.64","6,222.15",494.26M,-0.46%,,,6231.680664
07/17/2020,"6,290.30","6,250.69","6,293.68","6,230.01",687.10M,0.63%,,,6201.772949
07/16/2020,"6,250.69","6,292.65","6,296.78","6,227.33",521.66M,-0.67%,,,6228.370605
07/15/2020,"6,292.65","6,179.75","6,323.55","6,179.75",747.30M,1.83%,,,6129.133301
07/14/2020,"6,179.75","6,176.19","6,179.75","6,093.23",717.55M,0.06%,,,6117.735352
07/13/2020,"6,176.19","6,095.41","6,187.33","6,095.41",603.07M,1.33%,,,6041.0625
07/10/2020,"6,095.41","6,049.62","6,108.20","6,003.19",684.87M,0.76%,,,6011.730957
07/09/2020,"6,049.62","6,156.16","6,176.84","6,040.26",670.97M,-1.73%,,,6108.367188
07/08/2020,"6,156.16","6,189.90","6,208.43","6,144.52",625.80M,-0.55%,,,6148.195313
07/07/2020,"6,189.90","6,285.94","6,285.94","6,179.97",600.36M,-1.53%,,,6219.845215
07/06/2020,"6,285.94","6,157.30","6,304.19","6,157.30",696.67M,2.09%,,,6115.477051
07/03/2020,"6,157.30","6,240.36","6,262.71","6,137.09",504.57M,-1.33%,,,6180.052246
07/02/2020,"6,240.36","6,157.96","6,258.60","6,157.96",806.19M,1.34%,,,6108.938965
07/01/2020,"6,157.96","6,169.74","6,201.95","6,084.48",724.50M,-0.19%,,,6125.633789
06/30/2020,"6,169.74","6,225.77","6,237.51","6,146.98",827.28M,-0.90%,,,6168.271484
06/29/2020,"6,225.77","6,159.30","6,251.96","6,122.95",720.43M,1.08%,,,6107.629395
06/26/2020,"6,159.30","6,147.14","6,262.13","6,147.14",698.91M,0.20%,,,6093.458984
06/25/2020,"6,147.14","6,123.69","6,162.44","6,029.25",770.24M,0.38%,,,6093.927734
06/24/2020,"6,123.69","6,320.12","6,320.12","6,123.69",768.66M,-3.11%,,,6258.685547
06/23/2020,"6,320.12","6,244.62","6,342.19","6,244.62",685.33M,1.21%,,,6197.375
06/22/2020,"6,244.62","6,292.60","6,309.04","6,225.53",793.21M,-0.76%,,,6233.133789
06/19/2020,"6,292.60","6,224.07","6,319.81","6,224.07",1.68B,1.10%,,,6177
06/18/2020,"6,224.07","6,253.25","6,284.96","6,184.88",782.89M,-0.47%,,,6202.804688
06/17/2020,"6,253.25","6,242.79","6,309.74","6,233.24",863.31M,0.17%,,,6175.522949
06/16/2020,"6,242.79","6,064.70","6,299.02","6,064.70",1.03B,2.94%,,,6021.45752
06/15/2020,"6,064.70","6,105.18","6,105.18","5,952.44",835.34M,-0.66%,,,6051.025391
06/12/2020,"6,105.18","6,076.70","6,184.29","5,993.20",1.06B,0.47%,,,6052.199707
06/11/2020,"6,076.70","6,329.13","6,329.13","6,076.70",1.12B,-3.99%,,,6271.506348
06/10/2020,"6,329.13","6,335.72","6,387.35","6,293.83",1.12B,-0.10%,,,6291.275879
06/09/2020,"6,335.72","6,472.59","6,475.01","6,325.07",1.29B,-2.11%,,,6413.03125
06/08/2020,"6,472.59","6,484.30","6,511.84","6,423.06",1.30B,-0.18%,,,6409.464355
06/05/2020,"6,484.30","6,341.44","6,489.99","6,341.44",1.40B,2.25%,,,6287.256348
06/04/2020,"6,341.44","6,382.41","6,402.57","6,314.59",1.04B,-0.64%,,,6307.928711
06/03/2020,"6,382.41","6,220.14","6,394.70","6,220.14",1.23B,2.61%,,,6158.036133
06/02/2020,"6,220.14","6,166.42","6,238.25","6,165.05",1.19B,0.87%,,,6100.538574
06/01/2020,"6,166.42","6,076.60","6,179.34","6,076.60",739.93M,1.48%,,,6036.509277
05/29/2020,"6,076.60","6,218.79","6,218.79","6,060.16",2.25B,-2.29%,,,6154.084961
05/28/2020,"6,218.79","6,144.25","6,234.04","6,144.25",1.21B,1.21%,,,6080.533691
05/27/2020,"6,144.25","6,067.76","6,167.96","6,067.76",1.54B,1.26%,,,6005.001953
05/26/2020,"6,067.76","5,993.28","6,130.12","5,993.28",1.25B,1.24%,,,5941.548828
05/22/2020,"5,993.28","6,015.25","6,015.25","5,888.58",985.50M,-0.37%,,,5965.868164
05/21/2020,"6,015.25","6,067.16","6,093.74","6,004.10",1.01B,-0.86%,,,6005.523926
05/20/2020,"6,067.16","6,002.23","6,074.46","5,961.56",925.38M,1.08%,,,5953.876465
05/19/2020,"6,002.23","6,048.59","6,111.96","5,965.10",1.00B,-0.77%,,,5970.319824
05/18/2020,"6,048.59","5,799.77","6,058.17","5,799.61",930.32M,4.29%,,,5745.149902
05/15/2020,"5,799.77","5,741.54","5,837.88","5,741.54",927.43M,1.01%,,,5711.654785
05/14/2020,"5,741.54","5,904.05","5,904.05","5,661.14",1.15B,-2.75%,,,5861.311523
05/13/2020,"5,904.05","5,994.77","5,994.77","5,893.35",1.06B,-1.51%,,,5935.060547
05/12/2020,"5,994.77","5,939.73","6,012.98","5,911.37",939.77M,0.93%,,,5886.78125
05/11/2020,"5,939.73","5,935.98","5,999.13","5,898.32",1.04B,0.06%,,,5875.647949
05/07/2020,"5,935.98","5,853.76","5,941.86","5,853.60",965.87M,1.40%,,,5803.428711
05/06/2020,"5,853.76","5,849.42","5,897.44","5,839.57",973.10M,0.07%,,,5788.897949
05/05/2020,"5,849.42","5,753.78","5,869.45","5,753.78",968.60M,1.66%,,,5704.791992
05/04/2020,"5,753.78","5,763.06","5,792.85","5,702.03",1.04B,-0.16%,,,5726.530762
05/01/2020,"5,763.06","5,901.21","5,901.21","5,746.06",781.33M,-2.34%,,,5867.734863
04/30/2020,"5,901.21","6,115.25","6,151.58","5,897.91",1.93B,-3.50%,,,6039.949219
04/29/2020,"6,115.25","5,958.50","6,129.60","5,950.83",1.29B,2.63%,,,5890.841797
04/28/2020,"5,958.50","5,846.79","5,977.76","5,835.92",1.20B,1.91%,,,5783.415039
04/27/2020,"5,846.79","5,752.23","5,855.61","5,752.23",792.25M,1.64%,,,5708.741211
04/24/2020,"5,752.23","5,826.61","5,827.24","5,728.80",807.87M,-1.28%,,,5767.166504
04/23/2020,"5,826.61","5,770.63","5,843.61","5,735.93",882.12M,0.97%,,,5704.717773
04/22/2020,"5,770.63","5,641.03","5,777.06","5,641.03",867.00M,2.30%,,,5610.283203
04/21/2020,"5,641.03","5,812.83","5,812.83","5,641.03",888.66M,-2.96%,,,5755.762695
04/20/2020,"5,812.83","5,786.96","5,823.93","5,707.73",822.61M,0.45%,,,5716.750977
04/17/2020,"5,786.96","5,628.43","5,839.33","5,628.43",1.20B,2.82%,,,5574.84668
04/16/2020,"5,628.43","5,597.65","5,657.63","5,577.78",1.07B,0.55%,,,5567.933594
04/15/2020,"5,597.65","5,791.31","5,791.71","5,576.35",1.38B,-3.34%,,,5738.874512
04/14/2020,"5,791.31","5,842.66","5,894.71","5,778.98",1.06B,-0.88%,,,5767.556641
04/09/2020,"5,842.66","5,677.73","5,842.66","5,677.68",1.28B,2.90%,,,5626.620605
04/08/2020,"5,677.73","5,704.45","5,704.45","5,589.73",1.10B,-0.47%,,,5638.053711
04/07/2020,"5,704.45","5,582.39","5,780.21","5,582.39",1.56B,2.19%,,,5516.039063
04/06/2020,"5,582.39","5,415.50","5,590.58","5,415.50",1.21B,3.08%,,,5378.664063
04/03/2020,"5,415.50","5,480.22","5,486.29","5,396.66",1.18B,-1.18%,,,5430.68457
04/02/2020,"5,480.22","5,454.57","5,552.36","5,395.07",1.55B,0.47%,,,5430.163086
04/01/2020,"5,454.57","5,671.96","5,671.96","5,414.72",1.67B,-3.83%,,,5604.485352
03/31/2020,"5,671.96","5,563.74","5,702.66","5,545.85",1.60B,1.95%,,,5504.891602
03/30/2020,"5,563.74","5,510.33","5,567.20","5,351.84",1.13B,0.97%,,,5489.548828
03/27/2020,"5,510.33","5,815.73","5,815.73","5,407.06",1.46B,-5.25%,,,5741.783691
03/26/2020,"5,815.73","5,688.20","5,815.73","5,503.35",1.54B,2.24%,,,5610.314453
03/25/2020,"5,688.20","5,446.01","5,741.42","5,400.47",1.86B,4.45%,,,5362.815918
03/24/2020,"5,446.01","4,993.89","5,446.01","4,993.89",1.58B,9.05%,,,5001.840332
03/23/2020,"4,993.89","5,190.78","5,194.83","4,922.76",1.63B,-3.79%,,,5166.487305
03/20/2020,"5,190.78","5,151.61","5,419.30","5,151.61",2.59B,0.76%,,,5131.278809
03/19/2020,"5,151.61","5,080.58","5,181.04","4,942.37",1.96B,1.40%,,,5097.474609
03/18/2020,"5,080.58","5,294.90","5,294.90","5,006.20",1.84B,-4.05%,,,5267.324707
03/17/2020,"5,294.90","5,151.08","5,308.95","4,978.84",1.94B,2.79%,,,5171.058105
03/16/2020,"5,151.08","5,366.11","5,366.11","4,898.79",2.11B,-4.01%,,,5336.935059
03/13/2020,"5,366.11","5,237.48","5,696.48","5,237.48",1.94B,2.46%,,,5307.746582
03/12/2020,"5,237.48","5,876.52","5,876.52","5,237.48",2.21B,-10.87%,,,5854.091797
03/11/2020,"5,876.52","5,960.23","6,088.50","5,860.75",1.51B,-1.40%,,,5921.720215
03/10/2020,"5,960.23","5,965.77","6,231.06","5,927.85",1.73B,-0.09%,,,5986.252441
03/09/2020,"5,965.77","6,462.55","6,462.55","5,891.56",2.10B,-7.69%,,,6444.54248
03/06/2020,"6,462.55","6,705.43","6,705.43","6,431.44",1.38B,-3.62%,,,6672.799316
03/05/2020,"6,705.43","6,815.59","6,834.12","6,662.61",1.15B,-1.62%,,,6763.079102
03/04/2020,"6,815.59","6,718.20","6,856.27","6,700.23",1.12B,1.45%,,,6669.061035
03/03/2020,"6,718.20","6,654.89","6,846.28","6,654.89",1.28B,0.95%,,,6600.767578
03/02/2020,"6,654.89","6,580.61","6,775.18","6,496.01",1.76B,1.13%,,,6557.787109
02/28/2020,"6,580.61","6,796.40","6,796.40","6,460.08",1.98B,-3.18%,,,6773.145996
02/27/2020,"6,796.40","7,042.47","7,042.47","6,729.99",1.22B,-3.49%,,,6984.034668
02/26/2020,"7,042.47","7,017.88","7,044.66","6,871.85",982.16M,0.35%,,,6974.763672
02/25/2020,"7,017.88","7,156.83","7,198.23","7,004.94",976.46M,-1.94%,,,7123.930664
02/24/2020,"7,156.83","7,403.92","7,403.92","7,114.45",1.08B,-3.34%,,,7346.568848
02/21/2020,"7,403.92","7,436.64","7,436.70","7,370.63",872.32M,-0.44%,,,7377.903809
02/20/2020,"7,436.64","7,457.02","7,480.49","7,436.64",779.37M,-0.27%,,,7388.26123
02/19/2020,"7,457.02","7,382.01","7,462.01","7,382.01",602.97M,1.02%,,,7325.953613
02/18/2020,"7,382.01","7,433.25","7,433.25","7,353.41",786.11M,-0.69%,,,7367.935547
02/17/2020,"7,433.25","7,409.13","7,449.95","7,409.13",394.57M,0.33%,,,7350.443848
02/14/2020,"7,409.13","7,452.03","7,472.85","7,403.69",629.85M,-0.58%,,,7397.389648
02/13/2020,"7,452.03","7,534.37","7,534.37","7,406.94",820.27M,-1.09%,,,7467.467773
02/12/2020,"7,534.37","7,499.44","7,547.65","7,499.01",573.04M,0.47%,,,7430.877441
02/11/2020,"7,499.44","7,446.88","7,529.54","7,446.88",697.68M,0.71%,,,7386.34082
02/10/2020,"7,446.88","7,466.70","7,466.70","7,427.85",597.28M,-0.27%,,,7409.073242
02/07/2020,"7,466.70","7,504.79","7,506.26","7,441.14",705.97M,-0.51%,,,7442.864258
02/06/2020,"7,504.79","7,482.48","7,533.57","7,482.48",673.95M,0.30%,,,7420.380371
02/05/2020,"7,482.48","7,439.82","7,512.41","7,408.45",818.91M,0.57%,,,7370.815918
02/04/2020,"7,439.82","7,326.31","7,442.08","7,326.31",696.70M,1.55%,,,7263.682617
02/03/2020,"7,326.31","7,286.01","7,359.98","7,285.16",645.84M,0.55%,,,7237.239746
01/31/2020,"7,286.01","7,381.96","7,398.34","7,275.03",714.04M,-1.30%,,,7333.071289
01/30/2020,"7,381.96","7,483.57","7,483.57","7,357.62",684.60M,-1.36%,,,7422.25
01/29/2020,"7,483.57","7,480.69","7,514.73","7,462.21",524.38M,0.04%,,,7411.695801
01/28/2020,"7,480.69","7,412.05","7,491.44","7,410.37",530.18M,0.93%,,,7368.159668
01/27/2020,"7,412.05","7,585.98","7,585.98","7,392.83",679.45M,-2.29%,,,7513.614258
01/24/2020,"7,585.98","7,507.67","7,642.21","7,507.59",605.76M,1.04%,,,7449.437988
01/23/2020,"7,507.67","7,571.92","7,572.13","7,503.17",668.61M,-0.85%,,,7509.80127
01/22/2020,"7,571.92","7,610.70","7,637.35","7,563.52",604.63M,-0.51%,,,7548.501953
01/21/2020,"7,610.70","7,651.44","7,651.44","7,550.47",656.51M,-0.53%,,,7587.121094
01/20/2020,"7,651.44","7,674.56","7,682.77","7,639.62",358.97M,-0.30%,,,7601.42627
01/17/2020,"7,674.56","7,609.81","7,689.67","7,609.81",631.97M,0.85%,,,7547.299316
01/16/2020,"7,609.81","7,642.80","7,653.58","7,595.31",573.56M,-0.43%,,,7574.98584
01/15/2020,"7,642.80","7,622.35","7,642.80","7,609.44",730.57M,0.27%,,,7556.554688
01/14/2020,"7,622.35","7,617.60","7,650.69","7,588.81",697.64M,0.06%,,,7549.578125
01/13/2020,"7,617.60","7,587.85","7,635.77","7,582.51",657.73M,0.39%,,,7524.195801
01/10/2020,"7,587.85","7,598.12","7,631.96","7,585.07",651.31M,-0.14%,,,7530.822754
01/09/2020,"7,598.12","7,574.93","7,627.76","7,574.93",652.92M,0.31%,,,7509.516113
01/08/2020,"7,574.93","7,573.85","7,579.48","7,524.96",606.22M,0.01%,,,7508.406738
01/07/2020,"7,573.85","7,575.34","7,604.59","7,562.14",511.56M,-0.02%,,,7514.582031
01/06/2020,"7,575.34","7,622.40","7,622.40","7,528.08",516.78M,-0.62%,,,7554.14502
01/03/2020,"7,622.40","7,604.30","7,626.41","7,551.00",449.69M,0.24%,,,7530.541016
01/02/2020,"7,604.30","7,542.44","7,624.78","7,542.44",482.21M,0.82%,,,7479.004395
12/31/2019,"7,542.44","7,587.05","7,587.41","7,532.38",212.14M,-0.59%,,,7523.989746
12/30/2019,"7,587.05","7,644.90","7,644.90","7,587.05",304.24M,-0.76%,,,7574.09668
12/27/2019,"7,644.90","7,632.24","7,665.40","7,622.46",311.11M,0.17%,,,7561.925293
12/24/2019,"7,632.24","7,623.59","7,636.16","7,608.22",185.67M,0.11%,,,7550.219727
12/23/2019,"7,623.59","7,582.48","7,628.20","7,559.63",539.14M,0.54%,,,7512.864746
12/20/2019,"7,582.48","7,573.82","7,599.52","7,564.59",1.16B,0.11%,,,7502.483887
12/19/2019,"7,573.82","7,540.75","7,575.90","7,526.10",661.08M,0.44%,,,7473.337402
12/18/2019,"7,540.75","7,525.28","7,557.05","7,515.17",679.28M,0.21%,,,7461.242676
12/17/2019,"7,525.28","7,519.05","7,537.66","7,497.15",1.10B,0.08%,,,7442.057129
12/16/2019,"7,519.05","7,353.44","7,552.65","7,353.18",1.05B,2.25%,,,7286.861328
12/13/2019,"7,353.44","7,273.47","7,429.04","7,223.42",1.91B,1.10%,,,7209.967773
12/12/2019,"7,273.47","7,216.25","7,307.36","7,216.08",727.08M,0.79%,,,7159.048828
12/11/2019,"7,216.25","7,213.76","7,250.67","7,195.49",820.83M,0.03%,,,7159.983887
12/10/2019,"7,213.76","7,233.90","7,234.40","7,137.84",703.52M,-0.28%,,,7179.240723
12/09/2019,"7,233.90","7,239.66","7,255.73","7,217.80",619.39M,-0.08%,,,7173.79541
12/06/2019,"7,239.66","7,137.85","7,241.50","7,137.85",516.37M,1.43%,,,7086.871582
12/05/2019,"7,137.85","7,188.50","7,194.78","7,131.16",650.61M,-0.70%,,,7126.536621
12/04/2019,"7,188.50","7,158.76","7,190.04","7,139.91",688.01M,0.42%,,,7111.945801
12/03/2019,"7,158.76","7,285.94","7,285.94","7,134.93",822.94M,-1.75%,,,7230.142578
12/02/2019,"7,285.94","7,346.53","7,400.27","7,277.02",924.43M,-0.82%,,,7291.132813
11/29/2019,"7,346.53","7,416.43","7,421.40","7,346.53",627.33M,-0.94%,,,7355.21582
11/28/2019,"7,416.43","7,429.78","7,429.78","7,385.32",605.36M,-0.18%,,,7365.638184
11/27/2019,"7,429.78","7,403.14","7,446.00","7,400.38",625.05M,0.36%,,,7342.690918
11/26/2019,"7,403.14","7,396.29","7,421.30","7,384.96",1.05B,0.09%,,,7330.493164
11/25/2019,"7,396.29","7,326.81","7,401.78","7,326.81",570.98M,0.95%,,,7259.095215
11/22/2019,"7,326.81","7,238.55","7,343.26","7,238.47",611.24M,1.22%,,,7182.453125
11/21/2019,"7,238.55","7,262.49","7,262.49","7,197.33",608.18M,-0.33%,,,7210.177734
11/20/2019,"7,262.49","7,323.80","7,323.80","7,219.11",814.23M,-0.84%,,,7263.148926
11/19/2019,"7,323.80","7,307.70","7,404.47","7,307.70",605.67M,0.22%,,,7247.771973
11/18/2019,"7,307.70","7,302.94","7,335.36","7,293.40",764.23M,0.07%,,,7241.806641
11/15/2019,"7,302.94","7,292.76","7,335.55","7,243.15",770.47M,0.14%,,,7238.583008
11/14/2019,"7,292.76","7,351.21","7,351.28","7,292.76",675.22M,-0.80%,,,7291.687012
11/13/2019,"7,351.21","7,365.44","7,365.44","7,301.71",694.52M,-0.19%,,,7299.753906
11/12/2019,"7,365.44","7,328.54","7,390.00","7,328.18",738.72M,0.50%,,,7269.437012
11/11/2019,"7,328.54","7,359.38","7,359.38","7,258.46",821.77M,-0.42%,,,7301.635742
11/08/2019,"7,359.38","7,406.41","7,406.83","7,349.12",535.07M,-0.63%,,,7342.912598
11/07/2019,"7,406.41","7,396.65","7,431.94","7,396.00",668.25M,0.13%,,,7334.162109
11/06/2019,"7,396.65","7,388.08","7,398.78","7,363.55",601.83M,0.12%,,,7325.438477
11/05/2019,"7,388.08","7,369.69","7,402.79","7,369.61",673.19M,0.25%,,,7302.047852
11/04/2019,"7,369.69","7,302.42","7,392.73","7,302.42",582.16M,0.92%,,,7235.685059
11/01/2019,"7,302.42","7,248.38","7,307.18","7,248.38",582.08M,0.75%,,,7195.530273
10/31/2019,"7,248.38","7,330.78","7,335.16","7,245.23",847.65M,-1.12%,,,7266.076172
10/30/2019,"7,330.78","7,306.26","7,334.04","7,278.18",672.19M,0.34%,,,7246.772949
10/29/2019,"7,306.26","7,331.28","7,335.73","7,264.74",710.02M,-0.34%,,,7269.123047
10/28/2019,"7,331.28","7,324.47","7,346.92","7,291.59",676.04M,0.09%,,,7264.621094
10/25/2019,"7,324.47","7,328.25","7,331.17","7,279.78",580.30M,-0.05%,,,7262.536133
10/24/2019,"7,328.25","7,260.74","7,338.87","7,255.46",733.23M,0.93%,,,7198.078613
10/23/2019,"7,260.74","7,212.49","7,265.86","7,194.13",764.42M,0.67%,,,7150.062988
10/22/2019,"7,212.49","7,163.64","7,230.17","7,146.69",800.69M,0.68%,,,7104.883789
10/21/2019,"7,163.64","7,150.57","7,197.53","7,139.38",853.63M,0.18%,,,7096.156738
10/18/2019,"7,150.57","7,182.32","7,197.14","7,146.11",869.34M,-0.44%,,,7122.5625
10/17/2019,"7,182.32","7,167.95","7,237.78","7,162.04",1.13B,0.20%,,,7114.164551
10/16/2019,"7,167.95","7,211.64","7,217.63","7,149.84",1.00B,-0.61%,,,7153.829102
10/15/2019,"7,211.64","7,213.45","7,242.37","7,176.67",1.12B,-0.03%,,,7159.854492
10/14/2019,"7,213.45","7,247.08","7,251.80","7,194.21",780.57M,-0.46%,,,7184.611328
10/11/2019,"7,247.08","7,186.36","7,250.09","7,144.66",1.51B,0.84%,,,7128.72168
10/10/2019,"7,186.36","7,166.50","7,212.90","7,130.52",700.02M,0.28%,,,7109.147461
10/09/2019,"7,166.50","7,143.15","7,196.41","7,139.90",582.02M,0.33%,,,7094.947266
10/08/2019,"7,143.15","7,197.88","7,223.86","7,143.15",691.68M,-0.76%,,,7139.100586
10/07/2019,"7,197.88","7,155.38","7,206.89","7,132.98",551.39M,0.59%,,,7090.052734
10/04/2019,"7,155.38","7,077.64","7,157.75","7,077.40",588.78M,1.10%,,,7022.541992
10/03/2019,"7,077.64","7,122.54","7,129.02","7,004.43",635.55M,-0.63%,,,7087.401855
10/02/2019,"7,122.54","7,360.32","7,360.32","7,119.72",747.80M,-3.23%,,,7303.61084
10/01/2019,"7,360.32","7,408.21","7,433.24","7,352.83",734.56M,-0.65%,,,7349.202637
09/30/2019,"7,408.21","7,426.21","7,439.62","7,402.20",655.55M,-0.24%,,,7358.512695
09/27/2019,"7,426.21","7,351.08","7,440.77","7,351.00",583.85M,1.02%,,,7284.941406
09/26/2019,"7,351.08","7,289.99","7,387.09","7,277.15",704.71M,0.84%,,,7229.955566
09/25/2019,"7,289.99","7,291.43","7,292.00","7,212.96",704.55M,-0.02%,,,7234.437012
09/24/2019,"7,291.43","7,326.08","7,348.97","7,281.91",588.77M,-0.47%,,,7267.301758
09/23/2019,"7,326.08","7,344.92","7,362.30","7,284.75",489.65M,-0.26%,,,7285.320313
09/20/2019,"7,344.92","7,356.42","7,376.31","7,322.01",1.66B,-0.16%,,,7291.004395
09/19/2019,"7,356.42","7,314.05","7,373.08","7,290.69",632.74M,0.58%,,,7253.223633
09/18/2019,"7,314.05","7,320.40","7,350.52","7,300.37",642.71M,-0.09%,,,7258.630371
09/17/2019,"7,320.40","7,321.41","7,350.24","7,292.23",698.42M,-0.01%,,,7264.399414
09/16/2019,"7,321.41","7,367.46","7,378.32","7,321.41",908.26M,-0.63%,,,7303.837402
09/13/2019,"7,367.46","7,344.67","7,380.29","7,318.23",1.00B,0.31%,,,7283.430176
09/12/2019,"7,344.67","7,338.03","7,369.34","7,303.17",725.26M,0.09%,,,7270.30957
09/11/2019,"7,338.03","7,267.95","7,346.71","7,267.95",829.12M,0.96%,,,7203.787109
09/10/2019,"7,267.95","7,235.81","7,270.50","7,199.40",1.03B,0.44%,,,7179.333008
09/09/2019,"7,235.81","7,282.34","7,325.21","7,205.98",794.83M,-0.64%,,,7219.461426
09/06/2019,"7,282.34","7,271.17","7,284.11","7,244.13",692.28M,0.15%,,,7213.78418
09/05/2019,"7,271.17","7,311.26","7,330.71","7,250.63",711.30M,-0.55%,,,7245.99707
09/04/2019,"7,311.26","7,268.19","7,334.55","7,268.19",677.43M,0.59%,,,7210.029785
09/03/2019,"7,268.19","7,281.94","7,301.47","7,239.10",626.09M,-0.19%,,,7216.216797
09/02/2019,"7,281.94","7,207.18","7,315.26","7,206.90",497.75M,1.04%,,,7148.188965
08/30/2019,"7,207.18","7,184.32","7,240.37","7,179.70",727.84M,0.32%,,,7121.214844
08/29/2019,"7,184.32","7,114.71","7,199.20","7,103.12",635.67M,0.98%,,,7056.185059
08/28/2019,"7,114.71","7,089.58","7,131.21","7,050.00",675.63M,0.35%,,,7033.734375
08/27/2019,"7,089.58","7,094.98","7,110.76","7,044.73",851.39M,-0.08%,,,7042.15918
08/23/2019,"7,094.98","7,128.18","7,188.59","7,094.98",643.00M,-0.47%,,,7080.083008
08/22/2019,"7,128.18","7,203.97","7,203.97","7,103.67",653.34M,-1.05%,,,7140.477051
08/21/2019,"7,203.97","7,125.00","7,215.53","7,122.12",604.70M,1.11%,,,7077.796387
08/20/2019,"7,125.00","7,189.65","7,231.65","7,121.24",766.07M,-0.90%,,,7128.176758
08/19/2019,"7,189.65","7,117.15","7,214.23","7,117.15",612.86M,1.02%,,,7057.029297
08/16/2019,"7,117.15","7,067.01","7,125.90","7,067.01",651.94M,0.71%,,,7020.574219
08/15/2019,"7,067.01","7,147.88","7,148.75","7,020.22",806.74M,-1.13%,,,7103.533691
08/14/2019,"7,147.88","7,250.90","7,268.73","7,112.05",811.52M,-1.42%,,,7193.208008
08/13/2019,"7,250.90","7,226.72","7,281.14","7,166.86",698.40M,0.33%,,,7175.675781
08/12/2019,"7,226.72","7,253.85","7,305.56","7,207.46",585.46M,-0.37%,,,7204.29834
08/09/2019,"7,253.85","7,285.90","7,297.28","7,237.13",819.38M,-0.44%,,,7223.501953
08/08/2019,"7,285.90","7,198.70","7,285.90","7,191.25",748.51M,1.21%,,,7139.701172
08/07/2019,"7,198.70","7,171.69","7,237.88","7,153.89",758.26M,0.38%,,,7117.146484
