Date,Price,Open,High,Low,Vol.,Change %,,,Predicted_Close
09/09/2014,"6,829.00","6,834.77","6,846.18","6,812.50",580.80M,-0.08%,,,6780.453125
09/08/2014,"6,834.77","6,855.10","6,855.10","6,773.78",752.27M,-0.30%,,,6801.04541
09/05/2014,"6,855.10","6,877.97","6,884.96","6,829.10",596.55M,-0.33%,,,6821.161133
09/04/2014,"6,877.97","6,873.58","6,904.86","6,866.25",688.90M,0.06%,,,6812.654297
09/03/2014,"6,873.58","6,829.17","6,898.62","6,826.73",674.90M,0.65%,,,6772.504883
09/02/2014,"6,829.17","6,825.31","6,849.28","6,812.31",820.23M,0.06%,,,6768.141113
09/01/2014,"6,825.31","6,819.75","6,825.31","6,798.33",404.27M,0.08%,,,6761.408203
08/29/2014,"6,819.75","6,805.80","6,828.92","6,782.63",720.98M,0.20%,,,6751.64502
08/28/2014,"6,805.80","6,830.66","6,831.19","6,796.86",498.07M,-0.36%,,,6773.083984
08/27/2014,"6,830.66","6,822.76","6,830.66","6,813.24",481.23M,0.12%,,,6761.118164
08/26/2014,"6,822.76","6,775.25","6,827.32","6,775.25",538.32M,0.70%,,,6718.882324
08/22/2014,"6,775.25","6,777.66","6,784.63","6,746.37",571.52M,-0.04%,,,6718.818359
08/21/2014,"6,777.66","6,755.48","6,780.73","6,752.70",423.43M,0.33%,,,6702.123047
08/20/2014,"6,755.48","6,779.31","6,781.23","6,739.76",466.21M,-0.35%,,,6720.107422
08/19/2014,"6,779.31","6,741.25","6,782.90","6,740.65",459.71M,0.56%,,,6681.426758
08/18/2014,"6,741.25","6,689.08","6,745.72","6,689.08",413.05M,0.78%,,,6635.285645
08/15/2014,"6,689.08","6,685.26","6,742.82","6,685.25",545.28M,0.06%,,,6629.67627
08/14/2014,"6,685.26","6,656.68","6,694.64","6,641.81",512.93M,0.43%,,,6602.621094
08/13/2014,"6,656.68","6,632.42","6,664.34","6,625.98",527.73M,0.37%,,,6581.716309
08/12/2014,"6,632.42","6,632.82","6,643.70","6,612.52",448.28M,-0.01%,,,6575.105469
08/11/2014,"6,632.82","6,567.36","6,645.83","6,567.36",494.37M,1.00%,,,6519.767578
08/08/2014,"6,567.36","6,597.37","6,597.37","6,528.73",645.42M,-0.45%,,,6550.263184
08/07/2014,"6,597.37","6,636.16","6,649.05","6,589.78",565.63M,-0.58%,,,6589.500488
08/06/2014,"6,636.16","6,682.48","6,682.48","6,588.43",803.80M,-0.69%,,,6629.610352
08/05/2014,"6,682.48","6,677.52","6,713.52","6,671.46",512.85M,0.07%,,,6624.470703
08/04/2014,"6,677.52","6,679.18","6,715.56","6,669.93",522.83M,-0.02%,,,6630.565918
08/01/2014,"6,679.18","6,730.11","6,730.11","6,624.72",695.02M,-0.76%,,,6679.93457
07/31/2014,"6,730.11","6,773.44","6,797.09","6,716.29",919.87M,-0.64%,,,6721.842285
07/30/2014,"6,773.44","6,807.75","6,815.29","6,758.24",692.78M,-0.50%,,,6749.990234
07/29/2014,"6,807.75","6,788.07","6,833.67","6,784.04",527.06M,0.29%,,,6732.674316
07/28/2014,"6,788.07","6,791.55","6,809.61","6,761.77",528.42M,-0.05%,,,6739.098633
07/25/2014,"6,791.55","6,821.46","6,830.77","6,780.65",661.62M,-0.44%,,,6763.870117
07/24/2014,"6,821.46","6,798.15","6,821.46","6,767.33",541.59M,0.34%,,,6743.245605
07/23/2014,"6,798.15","6,795.34","6,822.65","6,773.11",588.95M,0.04%,,,6733.907227
07/22/2014,"6,795.34","6,728.44","6,801.84","6,728.44",537.78M,0.99%,,,6676.468262
07/21/2014,"6,728.44","6,749.45","6,753.42","6,715.78",470.70M,-0.31%,,,6694.299316
07/18/2014,"6,749.45","6,738.32","6,749.89","6,690.90",584.83M,0.17%,,,6689.787598
07/17/2014,"6,738.32","6,784.67","6,784.67","6,727.71",631.29M,-0.68%,,,6723.994629
07/16/2014,"6,784.67","6,710.45","6,792.55","6,710.45",610.71M,1.11%,,,6662.273438
07/15/2014,"6,710.45","6,746.14","6,764.00","6,709.15",604.33M,-0.53%,,,6688.196289
07/14/2014,"6,746.14","6,690.17","6,760.73","6,690.17",468.49M,0.84%,,,6635.759766
07/11/2014,"6,690.17","6,672.37","6,696.10","6,663.67",533.17M,0.27%,,,6623.637695
07/10/2014,"6,672.37","6,718.04","6,724.80","6,643.62",764.87M,-0.68%,,,6664.98877
07/09/2014,"6,718.04","6,738.45","6,740.82","6,692.77",601.51M,-0.30%,,,6691.613281
07/08/2014,"6,738.45","6,823.51","6,831.02","6,738.45",660.68M,-1.25%,,,6771.81543
07/07/2014,"6,823.51","6,866.05","6,866.37","6,817.60",387.94M,-0.62%,,,6810.252441
07/04/2014,"6,866.05","6,865.21","6,875.31","6,856.35",329.36M,0.01%,,,6805.32959
07/03/2014,"6,865.21","6,816.37","6,866.56","6,815.45",523.96M,0.72%,,,6761.021484
07/02/2014,"6,816.37","6,802.92","6,829.49","6,796.61",479.50M,0.20%,,,6743.311035
